store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,special_price,weight,msrp,status,is_recurring,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,image_label,small_image_label,thumbnail_label
admin,base,Default,simple,,,0,Fellowes 49097 30-Piece Toolkit,,,,,,fellowes-49097-30-piece-toolkit,fellowes-49097-30-piece-toolkit.html,,No layout updates,Product Info Column, ,Use config,Use config,No,40,,3,,Enabled,No,"Catalog, Search",Shipping,Fellowes 49097 30-Piece Toolkit,Fellowes 49097 30-Piece Toolkit,,,,,,,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Fellowes 49097 30-Piece Toolkit,0,simple,,,,,
admin,base,Default,simple,,,0,Royce Leather Double Decker Playing Card Case - 601-TAN-8,,,,,,royce-leather-double-decker-playing-card-case-601-tan-8,royce-leather-double-decker-playing-card-case-601-tan-8.html,,No layout updates,Product Info Column, ,Use config,Use config,No,35,,100,,Enabled,No,"Catalog, Search",None,Royce Leather Double Decker Playing Card Case - 601-TAN-8,Royce Leather Double Decker Playing Card Case - 601-TAN-8,,,,,,,,,7,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Royce Leather Double Decker Playing Card Case - 601-TAN-8,0,simple,,,,,
admin,base,Default,simple,"3,6,79,92",mo3,0,MSI X99S SLI PLUS ATX Motherboard,,,,,,gigabyte-ga-z97x-ud3h-z97-atx-motherboard,gigabyte-ga-z97x-ud3h-z97-atx-motherboard.html,,No layout updates,Product Info Column, ,Use config,Use config,No,229.99,,20,,Enabled,No,"Catalog, Search",None,MSI X99S SLI PLUS ATX Motherboard,MSI X99S SLI PLUS ATX Motherboard,,,,,,,,,20,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,MSI X99S SLI PLUS ATX Motherboard,0,simple,,,,,
admin,base,Default,simple,,,0,Royce Leather Zip Around Poker Case - 607-BLACK-8,,,,,,royce-leather-zip-around-poker-case-607-black-8,royce-leather-zip-around-poker-case-607-black-8.html,,No layout updates,Product Info Column, ,Use config,Use config,No,37.1,,100,,Enabled,No,"Catalog, Search",None,Royce Leather Zip Around Poker Case - 607-BLACK-8,Royce Leather Zip Around Poker Case - 607-BLACK-8,,,,,,,,,8,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Royce Leather Zip Around Poker Case - 607-BLACK-8,0,simple,,,,,
admin,base,Default,simple,"3,6,79,92",mo4,0,MSI A78M-E35 Micro-ATX Motherboard,,,,,,gigabyte-ga-z97x-ud3h-z97-atx-motherboard,gigabyte-ga-z97x-ud3h-z97-atx-motherboard.html,,No layout updates,Product Info Column, ,Use config,Use config,No,59.99,,20,,Enabled,No,"Catalog, Search",None,MSI A78M-E35 Micro-ATX Motherboard,MSI A78M-E35 Micro-ATX Motherboard,,,,,,,,,20,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,MSI A78M-E35 Micro-ATX Motherboard,0,simple,,,,,
admin,base,Default,simple,,,0,Royce Leather Zip Around Poker,,,,,,royce-leather-zip-around-poker,royce-leather-zip-around-poker.html,,No layout updates,Product Info Column, ,Use config,Use config,No,60,,100,,Enabled,No,"Catalog, Search",None,Royce Leather Zip Around Poker,Royce Leather Zip Around Poker,,,,,,,,,8,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Royce Leather Zip Around Poker,0,simple,,,,,
admin,base,Default,simple,"3,6,79,92",mo5,0,MSI 970A-G46 AMD 9 Series AM3+ Motherboard,,,,,,gigabyte-ga-z97x-ud3h-z97-atx-motherboard,gigabyte-ga-z97x-ud3h-z97-atx-motherboard.html,,No layout updates,Product Info Column, ,Use config,Use config,No,79.99,,20,,Enabled,No,"Catalog, Search",None,MSI 970A-G46 AMD 9 Series AM3+ Motherboard,MSI 970A-G46 AMD 9 Series AM3+ Motherboard,,,,,,,,,30,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,MSI 970A-G46 AMD 9 Series AM3+ Motherboard,0,simple,,,,,
admin,base,Default,simple,"3,6,79,92",mo6,0,GIGABYTE Intel® MATX Motherboard,,,,,,gigabyte-ga-z97x-ud3h-z97-atx-motherboard,gigabyte-ga-z97x-ud3h-z97-atx-motherboard.html,,No layout updates,Product Info Column, ,Use config,Use config,No,79.99,,20,,Enabled,No,"Catalog, Search",None,GIGABYTE Intel® MATX Motherboard,GIGABYTE Intel® MATX Motherboard,,,,,,,,,20,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,GIGABYTE Intel® MATX Motherboard,0,simple,,,,,
admin,base,Default,simple,,,0,Royce Leather Professional Poker Set - 608-BLACK-8,,,,,,royce-leather-professional-poker-set-608-black-8,royce-leather-professional-poker-set-608-black-8.html,,No layout updates,Product Info Column, ,Use config,Use config,No,150,,100,,Enabled,No,"Catalog, Search",None,Royce Leather Professional Poker Set - 608-BLACK-8,Royce Leather Professional Poker Set - 608-BLACK-8,,,,,,,,,8,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Royce Leather Professional Poker Set - 608-BLACK-8,0,simple,,,,,
admin,base,Default,simple,"3,6,79,92",mo7,0,GIGABYTE GA-F2A78M-D3H FM2+/FM2 MATX MOBO,,,,,,gigabyte-ga-z97x-ud3h-z97-atx-motherboard,gigabyte-ga-z97x-ud3h-z97-atx-motherboard.html,,No layout updates,Product Info Column, ,Use config,Use config,No,64.99,,20,,Enabled,No,"Catalog, Search",None,GIGABYTE GA-F2A78M-D3H FM2+/FM2 MATX MOBO,GIGABYTE GA-F2A78M-D3H FM2+/FM2 MATX MOBO,,,,,,,,,30,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,GIGABYTE GA-F2A78M-D3H FM2+/FM2 MATX MOBO,0,simple,,,,,
