store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,special_price,weight,msrp,status,is_recurring,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Default,simple,"2,3,32,46",9145,0,"All-Weather 48"" Auto-Open Umbrella",,,,,,fishing-tackle-box,fishing-tackle-box.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,10,,1,,Enabled,No,"Catalog, Search",None,"All-Weather 48"" Auto-Open Umbrella","All-Weather 48"" Auto-Open Umbrella",,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"All-Weather 48"" Auto-Open Umbrella",0,simple,,
admin,base,Default,simple,"2,3,32,46",9146,0,"All-Weather 48"" Polyester Auto-Open Umbrella",,,,,,fishing-tackle-box,fishing-tackle-box.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,10,,1,,Enabled,No,"Catalog, Search",None,"All-Weather 48"" Polyester Auto-Open Umbrella","All-Weather 48"" Polyester Auto-Open Umbrella",,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"All-Weather 48"" Polyester Auto-Open Umbrella",0,simple,,
admin,base,Default,simple,"2,3,32,46",9147,0,"All-Weather 48"" Polyester Auto-Open Umbrella",,,,,,fishing-tackle-box,fishing-tackle-box.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,10,,1,,Enabled,No,"Catalog, Search",None,"All-Weather 48"" Polyester Auto-Open Umbrella","All-Weather 48"" Polyester Auto-Open Umbrella",,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"All-Weather 48"" Polyester Auto-Open Umbrella",0,simple,,
admin,base,Default,simple,"2,3,32,47",9151,0,Combination Lock Ast,,,,,,combination-lock-ast,combination-lock-ast.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,18,,1,,Enabled,No,"Catalog, Search",None,Combination Lock Ast,Combination Lock Ast,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Combination Lock Ast,0,simple,,
admin,base,Default,simple,"2,3,32,47",9152,0,ESSELTE CORPORATION Twin Pocket,,,,,,combination-lock-ast,combination-lock-ast.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,7,,1,,Enabled,No,"Catalog, Search",None,ESSELTE CORPORATION Twin Pocket,ESSELTE CORPORATION Twin Pocket,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,ESSELTE CORPORATION Twin Pocket,0,simple,,
admin,base,Default,simple,"2,3,32,47",9153,0,Pen & Flashlight 2 Pack,,,,,,combination-lock-ast,combination-lock-ast.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,10,,1,,Enabled,No,"Catalog, Search",None,Pen & Flashlight 2 Pack,Pen & Flashlight 2 Pack,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Pen & Flashlight 2 Pack,0,simple,,
admin,base,Default,simple,"2,3,32,47",9154,0,Staples 3/8,,,,,,combination-lock-ast,combination-lock-ast.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,10,,1,,Enabled,No,"Catalog, Search",None,Staples 3/8,Staples 3/8,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Staples 3/8,0,simple,,
admin,base,Default,simple,"2,3,32,47",9155,0,Hex Key Set 10 Pc.,,,,,,combination-lock-ast,combination-lock-ast.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,12,,1,,Enabled,No,"Catalog, Search",None,Hex Key Set 10 Pc.,Hex Key Set 10 Pc.,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Hex Key Set 10 Pc.,0,simple,,
admin,base,Default,simple,"2,3,32,47",9156,0,6-Way Screwdriver,,,,,,combination-lock-ast,combination-lock-ast.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,13,,1,,Enabled,No,"Catalog, Search",None,6-Way Screwdriver,6-Way Screwdriver,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,6-Way Screwdriver,0,simple,,
admin,base,Default,simple,"2,3,32,47",9157,0,Bungee Cord Set 6 Pk.,,,,,,combination-lock-ast,combination-lock-ast.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,14,,1,,Enabled,No,"Catalog, Search",None,Bungee Cord Set 6 Pk.,Bungee Cord Set 6 Pk.,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Bungee Cord Set 6 Pk.,0,simple,,
admin,base,Default,simple,"2,3,32,48",9161,0,Electronic Toys,,,,,,electronic-toys,electronic-toys.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,10,,1,,Enabled,No,"Catalog, Search",None,Electronic Toys,Electronic Toys,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Electronic Toys,0,simple,,
admin,base,Default,simple,"2,3,32,48",9162,0,Electronic Toys,,,,,,electronic-toys,electronic-toys.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,10,,1,,Enabled,No,"Catalog, Search",None,Electronic Toys,Electronic Toys,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Electronic Toys,0,simple,,
admin,base,Default,simple,"2,3,32,48",9163,0,Playballs Deflated 10 In Ast,,,,,,electronic-toys,electronic-toys.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,15,,1,,Enabled,No,"Catalog, Search",None,Playballs Deflated 10 In Ast,Playballs Deflated 10 In Ast,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Playballs Deflated 10 In Ast,0,simple,,
admin,base,Default,simple,"2,3,32,48",9164,0,Playballs Deflated 10 In Ast,,,,,,electronic-toys,electronic-toys.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,15,,1,,Enabled,No,"Catalog, Search",None,Playballs Deflated 10 In Ast,Playballs Deflated 10 In Ast,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Playballs Deflated 10 In Ast,0,simple,,
admin,base,Default,simple,"2,3,32,48",9165,0,Car Game Countdown,,,,,,electronic-toys,electronic-toys.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,15,,1,,Enabled,No,"Catalog, Search",None,Car Game Countdown,Car Game Countdown,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Car Game Countdown,0,simple,,
admin,base,Default,simple,"2,3,32,48",9166,0,Soccer Design Playballs,,,,,,electronic-toys,electronic-toys.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,16,,1,,Enabled,No,"Catalog, Search",None,Soccer Design Playballs,Soccer Design Playballs,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Soccer Design Playballs,0,simple,,
admin,base,Default,simple,"2,3,32,48",9167,0,Gamecube/N64 Rf Switch,,,,,,electronic-toys,electronic-toys.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,17,,1,,Enabled,No,"Catalog, Search",None,Gamecube/N64 Rf Switch,Gamecube/N64 Rf Switch,,,,,,,,,10,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Gamecube/N64 Rf Switch,0,simple,,
